wallet_address,percent_tpd,percent_atd,flag
0xebdd16233bac81150ad0472e84b9000c727c156a,0.8908265647396082,0.0,User
0x888e3b45a4af6226e60277fb361e5e8ef3099264,0.8908265647396082,0.00023889154323936931,User
0x76a3d1667f34a56da7a6273d14c54a29de2a4f55,0.8908265647396082,0.00047778308647873863,User
0x64c736aaeac9f13412b7ab913a0679e97954c073,0.8908265647396082,0.000716674629718108,User
0x8a3ba7b8a3dc1dcf0290aaec6a1d04d9122b76de,0.8908265647396082,0.000716674629718108,User
0xec97f8aace288f50342da125c6de5b39987b7cb3,0.8908265647396082,0.0011944577161968467,User
0xd8f8c10290e59d64579d7ee7a93840313c2c2737,0.8908265647396082,0.001433349259436216,User
0xe9f4d56c09891d94f2a41d80fba6712dbb2ebc99,0.8908265647396082,0.0016722408026755853,User
0x699d68f2f65460d110adda5e59278a1ec676702c,0.8908265647396082,0.0016722408026755853,User
0xff3d5c6368c5dbdfbd41d8aae061050309871902,0.8908265647396082,0.0016722408026755853,User
0x3172adce619d1b68d658aaf6c5b08951e5a6714f,0.8908265647396082,0.0016722408026755853,User
0xea4bd79b612018815d40ff8deda7c7bb5ada5842,0.8908265647396082,0.0026278069756330625,User
0xa7ea89a207dd524f727d84a2caa7bb700919ca34,0.8908265647396082,0.002866698518872432,User
0xcbd94140deb48ab7df0e84d7e9fd399e4997b1e7,0.8908265647396082,0.003105590062111801,User
0x7509d911f64a000398451a937be623af31f69a66,0.8908265647396082,0.003105590062111801,User
0xe45aa8ff65088afac0eedeac3af5a7237243c624,0.9323936932632585,0.00358337314859054,User
0x6d1002293c983b45129e1f2ab9675f84f9130e3e,0.8908265647396082,0.003822264691829909,User
0xca26e2cc63f0d1a4600d75c238c9024afd31f201,0.8908265647396082,0.004061156235069279,User
0x05318ef3acaf8dcec08555aec218a8922880369e,0.8908265647396082,0.004300047778308648,User
0x21f809fa81362b4df4ad3b99e5975118840c2c4e,0.8908265647396082,0.004538939321548017,User
0x4ed7974862d1a7dc34ed46b39d2885f0c7ca1dd9,0.8908265647396082,0.004777830864787387,User
0xd7785d2d93392dd0d92936a5ec8bcbab46b390bc,0.8908265647396082,0.005016722408026756,User
0x2e6c9eee77e346dca5ede2832f693bc595b25fb9,0.8908265647396082,0.005255613951266125,User
0x558f680e8f0d31b56b8ecb8bbe8adf5b4164e78e,0.8908265647396082,0.005494505494505495,User
0xfc5e3a8cd88c66a850a69e164a7b5c64559e0143,0.8908265647396082,0.005733397037744864,User
0x94a938d52979cddfddafc725dbf7a7fc39cce0d7,0.9567606306736741,0.005972288580984233,Bot
0xd11c4fb72cb8dd6b77955c5a502d052efd0ae6f3,0.8908265647396082,0.005972288580984233,User
0x0ff0be1f97c4cd97d92b146e2e6f29d3ff829ee6,0.8908265647396082,0.006450071667462972,User
0x99ea880bcf062faff483b8b939d60042fbef6039,0.8908265647396082,0.006688963210702341,User
0x2fbae5b4ff8ee9093f2f145a2349b38241f929db,0.8908265647396082,0.00692785475394171,User
0x3711f44ccf3f6c38c451a07395052170a4c561f7,0.8908265647396082,0.00716674629718108,User
0x4f22172af48f0ad4d7b33cc36f4ace7f23a04511,0.8908265647396082,0.007405637840420449,User
0xd1cdc0646afcfe697ce4e7583c3d99f7a3a04eca,0.8908265647396082,0.007644529383659818,User
0x39c4890e5b1a57ea9123754a7c16ad3f30dff958,0.8908265647396082,0.007883420926899188,User
0xb038e798dd142ea6b3183c87d78b12d58f65f629,0.9429049211657907,0.008122312470138558,User
0xafac8f372f83934cfdafa4d1d49f28dd01537a46,0.8908265647396082,0.008361204013377926,User
0xa04477f7ec7e796e5285389bf8909ef81abb07b7,0.8908265647396082,0.008600095556617296,User
0xa8caa1bf985ae6f117ec94fd1296b27a7bf18000,0.8908265647396082,0.008838987099856666,User
0x88d37763ba2f62f751d31bfdfae122a36f51716c,0.8908265647396082,0.009077878643096034,User
0x96ea6a3f4bcb814fa038acce11e4df246bb2072a,0.8908265647396082,0.009316770186335404,User
