from_address,no_day_active,total_tx,avg_hour_act_per_day,avg_hour_freq
0x44fe2a2536766a85370062d58da24a3a7fb704ac,3,5,1.0,1.6666666666666667
0x0e147fa6f6a697d46cdd8cbe95b2d34d9493bb11,9,890,13.666666666666666,6.0
0x22a895db1934daf1c12bbcd67c0d7b6647c1d9e5,9,1198,22.666666666666668,5.333333333333333
0xe7d4800d36e63159a706c32ad93fcd02fb07a24f,9,6950,23.88888888888889,31.77777777777778
0x8cd31b315bfbcb24e046f85ec1d6848b8bf643b4,8,35,2.875,1.125
0xfb8d472292b47d87d55051c6d6792c1817ea2f9c,5,14,2.2,1.4
0x886b7eedfe5abb290020456fd4ed2a025d55e265,2,2,1.0,1.0
0xf45834d0eacf8f830c4fdc22b3035f7668edb8c8,1,2,1.0,2.0
0xdc9fa56010d125d775f5963d24ed7f1ec4ac6ddd,2,3,1.0,1.5
0x7c00d7b0feaebd9cef86875925ea200cab83eed8,2,11,2.5,2.0
0xb54b546b1e04ccec1e95a277cddeba09201a027a,4,48,3.5,2.25
0x161a1d7552d3d64feeb6207702783afc2a108a04,5,96,5.0,3.4
0xfca08b93f6fdf4ad2cd9bf665ca4f7c2ae7b4452,7,20,2.7142857142857144,1.0
0xbb167b35524ab9695cba5d9481b2fc938ea7e610,1,11,4.0,2.0
0xdb6c4edd9545d3b815da85e6429b699c418886f9,8,32,3.125,1.125
0x277fef984d1115a6f543d3d65a2d138faf1db856,9,16400,20.555555555555557,85.55555555555556
0x05693d1521888e032a11bd508c68de6652d76a41,9,42,4.0,1.0
0xaa2bd5869229a970d097464a4b80b1689e513c05,7,31,2.857142857142857,1.4285714285714286
0x72896e48352e7c57787d57ef7c0083bbcc5ce4ad,8,35,3.125,1.625
0xc2184417f39cee0ebda4ba1effdaac2ec1806872,5,9,1.6,1.0
